Gene.primaryIdentifier	Gene.featureType	Gene.qualifier	Gene.secondaryIdentifier	Gene.symbol	Gene.sgdAlias	Gene.featAttribute	Gene.length	Gene.chromosomeLocation.locatedOn.primaryIdentifier	Gene.locations.start	Gene.chromosomeLocation.end	Gene.chromosomeLocation.strand	Gene.geneSummary	Gene.status	Gene.organism.commonName	Gene.description
S000003979	ORF	Uncharacterized	YLL056C	null	null	null	897	chrXII	27409	28305	-1	null	Active	null	Putative protein of unknown function; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p and genes involved in pleiotropic drug resistance (PDR); expression is induced in cells treated with the mycotoxin patulin; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively
S000003980	ORF	Verified	YLL057C	JLP1	sulfonate dioxygenase	null	1239	chrXII	25756	26994	-1	null	Active	null	Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation
S000003981	ORF	Uncharacterized	YLL058W	null	cystathionine gamma-synthase	null	1728	chrXII	23569	25296	1	null	Active	null	Putative protein of unknown function with similarity to Str2p; Str2p is a cystathionine gamma-synthase important in sulfur metabolism; YLL058W is not an essential gene
S000003982	ORF	Dubious	YLL059C	null	null	null	507	chrXII	22474	22980	-1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000003983	ORF	Verified	YLL060C	GTT2	glutathione transferase GTT2	null	702	chrXII	21138	21839	-1	null	Active	null	Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p, Grx1p, and Grx2p; protein abundance increases in response to DNA replication stress
S000003984	ORF	Verified	YLL061W	MMP1	S-methylmethionine permease MMP1	null	1752	chrXII	17956	19707	1	null	Active	null	High-affinity S-methylmethionine permease; required for utilization of S-methylmethionine as a sulfur source; has similarity to S-adenosylmethionine permease Sam3p
S000003985	ORF	Verified	YLL062C	MHT1	S-adenosylmethionine-homocysteine S-methyltransferase MHT1	null	975	chrXII	16639	17613	-1	null	Active	null	S-methylmethionine-homocysteine methyltransferase; functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio
S000003986	ORF	Verified	YLL063C	AYT1	acetyltransferase	null	1425	chrXII	14648	16072	-1	null	Active	null	Acetyltransferase; catalyzes trichothecene 3-O-acetylation, suggesting a possible role in trichothecene biosynthesis
S000003987	ORF	Verified	YLL064C	PAU18	seripauperin PAU18	null	363	chrXII	13083	13445	-1	null	Active	null	Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau6p
S000003988	ORF	Dubious	YLL065W	null	GIN11	null	351	chrXII	11726	12076	1	null	Active	null	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps chromosome XII telomeric element core sequences
S000003989	ORF	Uncharacterized	YLL066C	null	Y' element ATP-dependent helicase	null	3717	chrXII	6120	9836	-1	null	Active	null	Putative Y' element ATP-dependent helicase; YLL066C is not an essential gene
S000003990	ORF	Uncharacterized	YLL067C	null	Y' element ATP-dependent helicase	null	3717	chrXII	585	4301	-1	null	Active	null	Putative Y' element ATP-dependent helicase
S000003991	ORF	Uncharacterized	YLR001C	null	null	null	2589	chrXII	151389	153977	-1	null	Active	null	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated
S000003992	ORF	Verified	YLR002C	NOC3	null	null	1992	chrXII	154343	156334	-1	null	Active	null	Subunit of a nuclear complex with Noc2p and pre-replicative complexes; the Noc2p-Noc3p complex binds to 66S ribosomal precursors to mediate their maturation and intranuclear transport; binds to chromatin at active replication origins, and is required for pre-RC formation and maintenance during DNA replication licensing
S000003993	ORF	Verified	YLR003C	CMS1	null	null	876	chrXII	156855	157730	-1	null	Active	null	Putative subunit of the 90S preribosome processome complex; overexpression rescues supressor mutant of mcm10; null mutant is viable; relocalizes from nucleus to cytoplasm upon DNA replication stress
S000003994	ORF	Verified	YLR004C	THI73	null	null	1572	chrXII	157934	159505	-1	null	Active	null	Putative plasma membrane permease; proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs
S000003995	ORF	Verified	YLR005W	SSL1	TFIIH/NER complex subunit SSL1	null	1386	chrXII	160049	161434	1	null	Active	null	Subunit of the core form of RNA polymerase transcription factor TFIIH; has both protein kinase and DNA-dependent ATPase/helicase activities; essential for transcription and nucleotide excision repair; interacts with Tfb4p
S000003996	ORF	Verified	YLR006C	SSK1	mitogen-activated protein kinase kinase kinase SSK1	null	2139	chrXII	161755	163893	-1	null	Active	null	Cytoplasmic phosphorelay intermediate osmosensor and regulator; part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism; required for mitophagy; dephosphorylated form is degraded by the ubiquitin-proteasome system; potential Cdc28p substrate
S000003997	ORF	Verified	YLR007W	NSE1	Smc5-Smc6 complex subunit NSE1	null	1011	chrXII	164392	165402	1	null	Active	null	Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair
S000003998	ORF	Verified	YLR008C	PAM18	TIM14	null	507	chrXII	165577	166083	-1	null	Active	null	Subunit of the import motor (PAM complex); the PAM complex is a  component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); essential J-protein cochaperone that stimulates Ssc1p ATPase activity to drive import; inhibited by Pam16p
S000003999	ORF	Verified	YLR009W	RLP24	ATPase-activating ribosome biosynthesis protein	null	600	chrXII	166537	167136	1	null	Active	null	Essential protein required for ribosomal large subunit biogenesis; associated with pre-60S ribosomal subunits; stimulates the ATPase activity of Afg2p, which is required for release of Rlp24p from the pre-60S particle; has similarity to Rpl24Ap and Rpl24Bp
S000004000	ORF	Verified	YLR010C	TEN1	null	null	483	chrXII	167320	167802	-1	null	Active	null	Protein that regulates telomeric length; protects telomeric ends in a complex with Cdc13p and Stn1p; similar to human Ten1 which is critical for the telomeric function of the CST (Cdc13p-Stn1p-Ten1p) complex
S000004001	ORF	Verified	YLR011W	LOT6	flavin-dependent quinone reductase	null	576	chrXII	169103	169678	1	null	Active	null	FMN-dependent NAD(P)H:quinone reductase; role in apoptosis-like cell death; may be involved in quinone detoxification; expression elevated at low temperature; sequesters the Cin5p transcription factor in the cytoplasm in complex with the proteasome under reducing conditions
S000004002	ORF	Uncharacterized	YLR012C	null	null	null	300	chrXII	169982	170281	-1	null	Active	null	Putative protein of unknown function; YLR012C is not an essential gene
S000004003	ORF	Verified	YLR013W	GAT3	null	null	426	chrXII	171339	171764	1	null	Active	null	Protein containing GATA family zinc finger motifs; involved in spore wall assembly; sequence similarity to GAT4, and the double mutant gat3 gat4 exhibits reduced dityrosine fluorescence relative to the single mutants
S000004004	ORF	Verified	YLR014C	PPR1	null	null	2715	chrXII	172268	174982	-1	null	Active	null	Zinc finger transcription factor; contains a Zn(2)-Cys(6) binuclear cluster domain, positively regulates transcription of URA1, URA3, URA4, and URA10, which are involved in de novo pyrimidine biosynthesis, in response to pyrimidine starvation; activity may be modulated by interaction with Tup1p
S000004005	ORF	Verified	YLR015W	BRE2	CPS60	null	1518	chrXII	175227	176744	1	null	Active	null	Subunit of COMPASS (Set1C) complex; COMPASS methylates Lys4 of histone H3 and functions in silencing at telomeres; has a C-terminal Sdc1 Dpy-30 Interaction (SDI) domain that mediates binding to Sdc1p; similar to trithorax-group protein ASH2L
S000004006	ORF	Verified	YLR016C	PML1	null	null	615	chrXII	176802	177416	-1	null	Active	null	Subunit of the RES complex; RES complex is required for nuclear retention of unspliced pre-mRNAs; acts in the same pathway as Pml39p and Mlp1p
S000004007	ORF	Verified	YLR017W	MEU1	S-methyl-5-thioadenosine phosphorylase	null	1014	chrXII	177608	178621	1	null	Active	null	Methylthioadenosine phosphorylase (MTAP); catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression
S000004008	ORF	Verified	YLR018C	POM34	null	null	900	chrXII	178707	179606	-1	null	Active	null	Subunit of the transmembrane ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis and spindle pole body duplication
S000004009	ORF	Verified	YLR019W	PSR2	putative phosphatase	null	1194	chrXII	180288	181481	1	null	Active	null	Plasma membrane phosphatase; involved in the general stress response and inactivating dephosphorylation of Mep2p; required with Psr1p and Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p; PSR2 has a paralog, PSR1, that arose from the whole genome duplication  
S000004010	ORF	Verified	YLR020C	YEH2	sterol esterase	null	1617	chrXII	181789	183405	-1	null	Active	null	Steryl ester hydrolase; catalyzes steryl ester hydrolysis at the plasma membrane; involved in sterol metabolism; YEH2 has a paralog, YEH1, that arose from the whole genome duplication
S000004011	ORF	Verified	YLR021W	IRC25	DMP2 PBA3 POC3	null	540	chrXII	183623	184162	1	null	Active	null	Component of a heterodimeric Poc4p-Irc25p chaperone; involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions; upregulates proteasome assembly in response to the unfolded protein response activated by mistargeting of proteins (UPRam)
S000004012	ORF	Verified	YLR022C	SDO1	guanine nucleotide exchange factor SDO1	null	753	chrXII	184174	184926	-1	null	Active	null	Guanine nucleotide exchange factor (GEF) for Ria1p; essential protein involved in ribosome maturation; with Ria1p, promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; ortholog of the human protein (SBDS) responsible for autosomal recessive Shwachman-Bodian-Diamond Syndrome; highly conserved across archaea and eukaryotes
S000004013	ORF	Verified	YLR023C	IZH3	null	null	1632	chrXII	185498	187129	-1	null	Active	null	Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family, expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase, overexpression reduces Zap1p activity
S000004014	ORF	Verified	YLR024C	UBR2	putative ubiquitin-protein ligase UBR2	null	5619	chrXII	187663	193281	-1	null	Active	null	Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex
S000004015	ORF	Verified	YLR025W	SNF7	DID1 ESCRT-III subunit protein SNF7 RNS4 VPL5 VPS32	null	723	chrXII	194452	195174	1	null	Active	null	One of four subunits of the ESCRT-III complex; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes; ESCRT-III stands for endosomal sorting complex required for transport III
S000004016	ORF	Verified	YLR026C	SED5	t-SNARE syntaxin	null	1023	chrXII	195450	196472	-1	null	Active	null	cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins
S000004017	ORF	Verified	YLR027C	AAT2	ASP5 aspartate transaminase AAT2	null	1257	chrXII	196829	198085	-1	null	Active	null	Cytosolic aspartate aminotransferase involved in nitrogen metabolism; localizes to peroxisomes in oleate-grown cells
S000004018	ORF	Verified	YLR028C	ADE16	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE16	null	1776	chrXII	199540	201315	-1	null	Active	null	Enzyme of 'de novo' purine biosynthesis; contains both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities; ADE16 has a paralog, ADE17, that arose from the whole genome duplication; ade16 ade17 mutants require adenine and histidine
S000004019	ORF	Verified	YLR029C	RPL15A	eL15 L13A L15A L15e ribosomal 60S subunit protein L15A rp15R RPL10A YL10	null	615	chrXII	201976	202590	-1	null	Active	null	Ribosomal 60S subunit protein L15A; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15, no bacterial homolog; RPL15A has a paralog, RPL15B, that arose from the whole genome duplication
